файл;строка;ключ;было;стало;тип
01_ef_notification;264;notification_ai_privat_bank_buy_bond_maturity_10_message_desc;[SCOPE.sCompany('buyer_privat_bank').GetName] из [SCOPE.sCountry('buyer').GetName] купил [SCOPE.sCountry('buyer').MakeScope.Var('ai_privat_bank_bond_quantity_10').GetValue|+D] @bond! за [SCOPE.sCountry('buyer').MakeScope.Var('ai_privat_bank_bond_value_10').GetValue|+D] @gold! у [SCOPE.sCountry('seller').GetName];[SCOPE.sCompany('buyer_privat_bank').GetName] из [SCOPE.sCountry('buyer').GetAltName('RU_CL_RP')] купил [SCOPE.sCountry('buyer').MakeScope.Var('ai_privat_bank_bond_quantity_10').GetValue|+D] @bond! за [SCOPE.sCountry('buyer').MakeScope.Var('ai_privat_bank_bond_value_10').GetValue|+D] @gold! у [SCOPE.sCountry('seller').GetAltName('RU_CL_RP')];B/родительный
01_ef_notification;267;notification_ai_privat_bank_renforcement_selle_bond_maturity_10_message_name;[SCOPE.sCompany('buyer_privat_bank').GetName] из [SCOPE.sCountry('buyer').GetName] укрепляет свою позицию;[SCOPE.sCompany('buyer_privat_bank').GetName] из [SCOPE.sCountry('buyer').GetAltName('RU_CL_RP')] укрепляет свою позицию;B/родительный
01_ef_notification;268;notification_ai_privat_bank_renforcement_selle_bond_maturity_10_message_desc;[SCOPE.sCompany('buyer_privat_bank').GetName] из [SCOPE.sCountry('buyer').GetName] укрепляет свою позицию: [SCOPE.sCountry('buyer').MakeScope.Var('ai_privat_bank_bond_quantity_10').GetValue|+D] @bond! за [SCOPE.sCountry('buyer').MakeScope.Var('ai_privat_bank_bond_value_10').GetValue|+D] @gold! у [SCOPE.sCountry('seller').GetName];[SCOPE.sCompany('buyer_privat_bank').GetName] из [SCOPE.sCountry('buyer').GetAltName('RU_CL_RP')] укрепляет свою позицию: [SCOPE.sCountry('buyer').MakeScope.Var('ai_privat_bank_bond_quantity_10').GetValue|+D] @bond! за [SCOPE.sCountry('buyer').MakeScope.Var('ai_privat_bank_bond_value_10').GetValue|+D] @gold! у [SCOPE.sCountry('seller').GetAltName('RU_CL_RP')];B/родительный
01_ef_notification;271;notification_ai_privat_bank_renforcement_buy_bond_maturity_10_message_name;[SCOPE.sCompany('buyer_privat_bank').GetName] из [SCOPE.sCountry('buyer').GetName] укрепляет свою позицию по вашему долгу;[SCOPE.sCompany('buyer_privat_bank').GetName] из [SCOPE.sCountry('buyer').GetAltName('RU_CL_RP')] укрепляет свою позицию по вашему долгу;B/родительный
01_ef_notification;272;notification_ai_privat_bank_renforcement_buy_bond_maturity_10_message_desc;[SCOPE.sCompany('buyer_privat_bank').GetName] из [SCOPE.sCountry('buyer').GetName] укрепляет свою позицию: [SCOPE.sCountry('buyer').MakeScope.Var('ai_privat_bank_bond_quantity_10').GetValue|+D] @bond! за [SCOPE.sCountry('buyer').MakeScope.Var('ai_privat_bank_bond_value_10').GetValue|+D] @gold! у [SCOPE.sCountry('seller').GetName];[SCOPE.sCompany('buyer_privat_bank').GetName] из [SCOPE.sCountry('buyer').GetAltName('RU_CL_RP')] укрепляет свою позицию: [SCOPE.sCountry('buyer').MakeScope.Var('ai_privat_bank_bond_quantity_10').GetValue|+D] @bond! за [SCOPE.sCountry('buyer').MakeScope.Var('ai_privat_bank_bond_value_10').GetValue|+D] @gold! у [SCOPE.sCountry('seller').GetAltName('RU_CL_RP')];B/родительный
01_ef_notification;277;notification_ai_privat_bank_selle_bond_maturity_11_message_name;[SCOPE.sCompany('buyer_privat_bank').GetName] из [SCOPE.sCountry('buyer').GetName] купил часть вашего долга;[SCOPE.sCompany('buyer_privat_bank').GetName] из [SCOPE.sCountry('buyer').GetAltName('RU_CL_RP')] купил часть вашего долга;B/родительный
01_ef_notification;278;notification_ai_privat_bank_selle_bond_maturity_11_message_desc;[SCOPE.sCompany('buyer_privat_bank').GetName] из [SCOPE.sCountry('buyer').GetName] купил [SCOPE.sCountry('buyer').MakeScope.Var('ai_privat_bank_bond_quantity_11').GetValue|+D] @bond! за [SCOPE.sCountry('buyer').MakeScope.Var('ai_privat_bank_bond_value_11').GetValue|+D] @gold! у [SCOPE.sCountry('seller').GetName];[SCOPE.sCompany('buyer_privat_bank').GetName] из [SCOPE.sCountry('buyer').GetAltName('RU_CL_RP')] купил [SCOPE.sCountry('buyer').MakeScope.Var('ai_privat_bank_bond_quantity_11').GetValue|+D] @bond! за [SCOPE.sCountry('buyer').MakeScope.Var('ai_privat_bank_bond_value_11').GetValue|+D] @gold! у [SCOPE.sCountry('seller').GetAltName('RU_CL_RP')];B/родительный
01_ef_notification;281;notification_ai_privat_bank_buy_bond_maturity_11_message_name;[SCOPE.sCompany('buyer_privat_bank').GetName] из [SCOPE.sCountry('buyer').GetName] покупает иностранный долг;[SCOPE.sCompany('buyer_privat_bank').GetName] из [SCOPE.sCountry('buyer').GetAltName('RU_CL_RP')] покупает иностранный долг;B/родительный
01_ef_notification;282;notification_ai_privat_bank_buy_bond_maturity_11_message_desc;[SCOPE.sCompany('buyer_privat_bank').GetName] из [SCOPE.sCountry('buyer').GetName] купил [SCOPE.sCountry('buyer').MakeScope.Var('ai_privat_bank_bond_quantity_11').GetValue|+D] @bond! за [SCOPE.sCountry('buyer').MakeScope.Var('ai_privat_bank_bond_value_11').GetValue|+D] @gold! у [SCOPE.sCountry('seller').GetName];[SCOPE.sCompany('buyer_privat_bank').GetName] из [SCOPE.sCountry('buyer').GetAltName('RU_CL_RP')] купил [SCOPE.sCountry('buyer').MakeScope.Var('ai_privat_bank_bond_quantity_11').GetValue|+D] @bond! за [SCOPE.sCountry('buyer').MakeScope.Var('ai_privat_bank_bond_value_11').GetValue|+D] @gold! у [SCOPE.sCountry('seller').GetAltName('RU_CL_RP')];B/родительный
01_ef_notification;285;notification_ai_privat_bank_renforcement_selle_bond_maturity_11_message_name;[SCOPE.sCompany('buyer_privat_bank').GetName] из [SCOPE.sCountry('buyer').GetName] укрепляет свою позицию;[SCOPE.sCompany('buyer_privat_bank').GetName] из [SCOPE.sCountry('buyer').GetAltName('RU_CL_RP')] укрепляет свою позицию;B/родительный
01_ef_notification;286;notification_ai_privat_bank_renforcement_selle_bond_maturity_11_message_desc;[SCOPE.sCompany('buyer_privat_bank').GetName] из [SCOPE.sCountry('buyer').GetName] укрепляет свою позицию: [SCOPE.sCountry('buyer').MakeScope.Var('ai_privat_bank_bond_quantity_11').GetValue|+D] @bond! за [SCOPE.sCountry('buyer').MakeScope.Var('ai_privat_bank_bond_value_11').GetValue|+D] @gold! у [SCOPE.sCountry('seller').GetName];[SCOPE.sCompany('buyer_privat_bank').GetName] из [SCOPE.sCountry('buyer').GetAltName('RU_CL_RP')] укрепляет свою позицию: [SCOPE.sCountry('buyer').MakeScope.Var('ai_privat_bank_bond_quantity_11').GetValue|+D] @bond! за [SCOPE.sCountry('buyer').MakeScope.Var('ai_privat_bank_bond_value_11').GetValue|+D] @gold! у [SCOPE.sCountry('seller').GetAltName('RU_CL_RP')];B/родительный
01_ef_notification;289;notification_ai_privat_bank_renforcement_buy_bond_maturity_11_message_name;[SCOPE.sCompany('buyer_privat_bank').GetName] из [SCOPE.sCountry('buyer').GetName] укрепляет свою позицию по вашему долгу;[SCOPE.sCompany('buyer_privat_bank').GetName] из [SCOPE.sCountry('buyer').GetAltName('RU_CL_RP')] укрепляет свою позицию по вашему долгу;B/родительный
01_ef_notification;290;notification_ai_privat_bank_renforcement_buy_bond_maturity_11_message_desc;[SCOPE.sCompany('buyer_privat_bank').GetName] из [SCOPE.sCountry('buyer').GetName] укрепляет свою позицию: [SCOPE.sCountry('buyer').MakeScope.Var('ai_privat_bank_bond_quantity_11').GetValue|+D] @bond! за [SCOPE.sCountry('buyer').MakeScope.Var('ai_privat_bank_bond_value_11').GetValue|+D] @gold! у [SCOPE.sCountry('seller').GetName];[SCOPE.sCompany('buyer_privat_bank').GetName] из [SCOPE.sCountry('buyer').GetAltName('RU_CL_RP')] укрепляет свою позицию: [SCOPE.sCountry('buyer').MakeScope.Var('ai_privat_bank_bond_quantity_11').GetValue|+D] @bond! за [SCOPE.sCountry('buyer').MakeScope.Var('ai_privat_bank_bond_value_11').GetValue|+D] @gold! у [SCOPE.sCountry('seller').GetAltName('RU_CL_RP')];B/родительный
01_ef_notification;295;notification_ai_privat_bank_selle_bond_maturity_12_message_name;[SCOPE.sCompany('buyer_privat_bank').GetName] из [SCOPE.sCountry('buyer').GetName] купил часть вашего долга;[SCOPE.sCompany('buyer_privat_bank').GetName] из [SCOPE.sCountry('buyer').GetAltName('RU_CL_RP')] купил часть вашего долга;B/родительный
01_ef_notification;296;notification_ai_privat_bank_selle_bond_maturity_12_message_desc;[SCOPE.sCompany('buyer_privat_bank').GetName] из [SCOPE.sCountry('buyer').GetName] купил [SCOPE.sCountry('buyer').MakeScope.Var('ai_privat_bank_bond_quantity_12').GetValue|+D] @bond! за [SCOPE.sCountry('buyer').MakeScope.Var('ai_privat_bank_bond_value_12').GetValue|+D] @gold! у [SCOPE.sCountry('seller').GetName];[SCOPE.sCompany('buyer_privat_bank').GetName] из [SCOPE.sCountry('buyer').GetAltName('RU_CL_RP')] купил [SCOPE.sCountry('buyer').MakeScope.Var('ai_privat_bank_bond_quantity_12').GetValue|+D] @bond! за [SCOPE.sCountry('buyer').MakeScope.Var('ai_privat_bank_bond_value_12').GetValue|+D] @gold! у [SCOPE.sCountry('seller').GetAltName('RU_CL_RP')];B/родительный
01_ef_notification;299;notification_ai_privat_bank_buy_bond_maturity_12_message_name;[SCOPE.sCompany('buyer_privat_bank').GetName] из [SCOPE.sCountry('buyer').GetName] покупает иностранный долг;[SCOPE.sCompany('buyer_privat_bank').GetName] из [SCOPE.sCountry('buyer').GetAltName('RU_CL_RP')] покупает иностранный долг;B/родительный
01_ef_notification;300;notification_ai_privat_bank_buy_bond_maturity_12_message_desc;[SCOPE.sCompany('buyer_privat_bank').GetName] из [SCOPE.sCountry('buyer').GetName] купил [SCOPE.sCountry('buyer').MakeScope.Var('ai_privat_bank_bond_quantity_12').GetValue|+D] @bond! за [SCOPE.sCountry('buyer').MakeScope.Var('ai_privat_bank_bond_value_12').GetValue|+D] @gold! у [SCOPE.sCountry('seller').GetName];[SCOPE.sCompany('buyer_privat_bank').GetName] из [SCOPE.sCountry('buyer').GetAltName('RU_CL_RP')] купил [SCOPE.sCountry('buyer').MakeScope.Var('ai_privat_bank_bond_quantity_12').GetValue|+D] @bond! за [SCOPE.sCountry('buyer').MakeScope.Var('ai_privat_bank_bond_value_12').GetValue|+D] @gold! у [SCOPE.sCountry('seller').GetAltName('RU_CL_RP')];B/родительный
01_ef_notification;303;notification_ai_privat_bank_renforcement_selle_bond_maturity_12_message_name;[SCOPE.sCompany('buyer_privat_bank').GetName] из [SCOPE.sCountry('buyer').GetName] укрепляет свою позицию;[SCOPE.sCompany('buyer_privat_bank').GetName] из [SCOPE.sCountry('buyer').GetAltName('RU_CL_RP')] укрепляет свою позицию;B/родительный
01_ef_notification;304;notification_ai_privat_bank_renforcement_selle_bond_maturity_12_message_desc;[SCOPE.sCompany('buyer_privat_bank').GetName] из [SCOPE.sCountry('buyer').GetName] укрепляет свою позицию: [SCOPE.sCountry('buyer').MakeScope.Var('ai_privat_bank_bond_quantity_12').GetValue|+D] @bond! за [SCOPE.sCountry('buyer').MakeScope.Var('ai_privat_bank_bond_value_12').GetValue|+D] @gold! у [SCOPE.sCountry('seller').GetName];[SCOPE.sCompany('buyer_privat_bank').GetName] из [SCOPE.sCountry('buyer').GetAltName('RU_CL_RP')] укрепляет свою позицию: [SCOPE.sCountry('buyer').MakeScope.Var('ai_privat_bank_bond_quantity_12').GetValue|+D] @bond! за [SCOPE.sCountry('buyer').MakeScope.Var('ai_privat_bank_bond_value_12').GetValue|+D] @gold! у [SCOPE.sCountry('seller').GetAltName('RU_CL_RP')];B/родительный
01_ef_notification;307;notification_ai_privat_bank_renforcement_buy_bond_maturity_12_message_name;[SCOPE.sCompany('buyer_privat_bank').GetName] из [SCOPE.sCountry('buyer').GetName] укрепляет свою позицию по вашему долгу;[SCOPE.sCompany('buyer_privat_bank').GetName] из [SCOPE.sCountry('buyer').GetAltName('RU_CL_RP')] укрепляет свою позицию по вашему долгу;B/родительный
01_ef_notification;308;notification_ai_privat_bank_renforcement_buy_bond_maturity_12_message_desc;[SCOPE.sCompany('buyer_privat_bank').GetName] из [SCOPE.sCountry('buyer').GetName] укрепляет свою позицию: [SCOPE.sCountry('buyer').MakeScope.Var('ai_privat_bank_bond_quantity_12').GetValue|+D] @bond! за [SCOPE.sCountry('buyer').MakeScope.Var('ai_privat_bank_bond_value_12').GetValue|+D] @gold! у [SCOPE.sCountry('seller').GetName];[SCOPE.sCompany('buyer_privat_bank').GetName] из [SCOPE.sCountry('buyer').GetAltName('RU_CL_RP')] укрепляет свою позицию: [SCOPE.sCountry('buyer').MakeScope.Var('ai_privat_bank_bond_quantity_12').GetValue|+D] @bond! за [SCOPE.sCountry('buyer').MakeScope.Var('ai_privat_bank_bond_value_12').GetValue|+D] @gold! у [SCOPE.sCountry('seller').GetAltName('RU_CL_RP')];B/родительный
01_ef_notification;313;notification_ai_privat_bank_selle_bond_maturity_13_message_name;[SCOPE.sCompany('buyer_privat_bank').GetName] из [SCOPE.sCountry('buyer').GetName] купил часть вашего долга;[SCOPE.sCompany('buyer_privat_bank').GetName] из [SCOPE.sCountry('buyer').GetAltName('RU_CL_RP')] купил часть вашего долга;B/родительный
01_ef_notification;314;notification_ai_privat_bank_selle_bond_maturity_13_message_desc;[SCOPE.sCompany('buyer_privat_bank').GetName] из [SCOPE.sCountry('buyer').GetName] купил [SCOPE.sCountry('buyer').MakeScope.Var('ai_privat_bank_bond_quantity_13').GetValue|+D] @bond! за [SCOPE.sCountry('buyer').MakeScope.Var('ai_privat_bank_bond_value_13').GetValue|+D] @gold! у [SCOPE.sCountry('seller').GetName];[SCOPE.sCompany('buyer_privat_bank').GetName] из [SCOPE.sCountry('buyer').GetAltName('RU_CL_RP')] купил [SCOPE.sCountry('buyer').MakeScope.Var('ai_privat_bank_bond_quantity_13').GetValue|+D] @bond! за [SCOPE.sCountry('buyer').MakeScope.Var('ai_privat_bank_bond_value_13').GetValue|+D] @gold! у [SCOPE.sCountry('seller').GetAltName('RU_CL_RP')];B/родительный
01_ef_notification;317;notification_ai_privat_bank_buy_bond_maturity_13_message_name;[SCOPE.sCompany('buyer_privat_bank').GetName] из [SCOPE.sCountry('buyer').GetName] покупает иностранный долг;[SCOPE.sCompany('buyer_privat_bank').GetName] из [SCOPE.sCountry('buyer').GetAltName('RU_CL_RP')] покупает иностранный долг;B/родительный
01_ef_notification;318;notification_ai_privat_bank_buy_bond_maturity_13_message_desc;[SCOPE.sCompany('buyer_privat_bank').GetName] из [SCOPE.sCountry('buyer').GetName] купил [SCOPE.sCountry('buyer').MakeScope.Var('ai_privat_bank_bond_quantity_13').GetValue|+D] @bond! за [SCOPE.sCountry('buyer').MakeScope.Var('ai_privat_bank_bond_value_13').GetValue|+D] @gold! у [SCOPE.sCountry('seller').GetName];[SCOPE.sCompany('buyer_privat_bank').GetName] из [SCOPE.sCountry('buyer').GetAltName('RU_CL_RP')] купил [SCOPE.sCountry('buyer').MakeScope.Var('ai_privat_bank_bond_quantity_13').GetValue|+D] @bond! за [SCOPE.sCountry('buyer').MakeScope.Var('ai_privat_bank_bond_value_13').GetValue|+D] @gold! у [SCOPE.sCountry('seller').GetAltName('RU_CL_RP')];B/родительный
01_ef_notification;321;notification_ai_privat_bank_renforcement_selle_bond_maturity_13_message_name;[SCOPE.sCompany('buyer_privat_bank').GetName] из [SCOPE.sCountry('buyer').GetName] укрепляет свою позицию;[SCOPE.sCompany('buyer_privat_bank').GetName] из [SCOPE.sCountry('buyer').GetAltName('RU_CL_RP')] укрепляет свою позицию;B/родительный
01_ef_notification;322;notification_ai_privat_bank_renforcement_selle_bond_maturity_13_message_desc;[SCOPE.sCompany('buyer_privat_bank').GetName] из [SCOPE.sCountry('buyer').GetName] укрепляет свою позицию: [SCOPE.sCountry('buyer').MakeScope.Var('ai_privat_bank_bond_quantity_13').GetValue|+D] @bond! за [SCOPE.sCountry('buyer').MakeScope.Var('ai_privat_bank_bond_value_13').GetValue|+D] @gold! у [SCOPE.sCountry('seller').GetName];[SCOPE.sCompany('buyer_privat_bank').GetName] из [SCOPE.sCountry('buyer').GetAltName('RU_CL_RP')] укрепляет свою позицию: [SCOPE.sCountry('buyer').MakeScope.Var('ai_privat_bank_bond_quantity_13').GetValue|+D] @bond! за [SCOPE.sCountry('buyer').MakeScope.Var('ai_privat_bank_bond_value_13').GetValue|+D] @gold! у [SCOPE.sCountry('seller').GetAltName('RU_CL_RP')];B/родительный
01_ef_notification;325;notification_ai_privat_bank_renforcement_buy_bond_maturity_13_message_name;[SCOPE.sCompany('buyer_privat_bank').GetName] из [SCOPE.sCountry('buyer').GetName] укрепляет свою позицию по вашему долгу;[SCOPE.sCompany('buyer_privat_bank').GetName] из [SCOPE.sCountry('buyer').GetAltName('RU_CL_RP')] укрепляет свою позицию по вашему долгу;B/родительный
01_ef_notification;326;notification_ai_privat_bank_renforcement_buy_bond_maturity_13_message_desc;[SCOPE.sCompany('buyer_privat_bank').GetName] из [SCOPE.sCountry('buyer').GetName] укрепляет свою позицию: [SCOPE.sCountry('buyer').MakeScope.Var('ai_privat_bank_bond_quantity_13').GetValue|+D] @bond! за [SCOPE.sCountry('buyer').MakeScope.Var('ai_privat_bank_bond_value_13').GetValue|+D] @gold! у [SCOPE.sCountry('seller').GetName];[SCOPE.sCompany('buyer_privat_bank').GetName] из [SCOPE.sCountry('buyer').GetAltName('RU_CL_RP')] укрепляет свою позицию: [SCOPE.sCountry('buyer').MakeScope.Var('ai_privat_bank_bond_quantity_13').GetValue|+D] @bond! за [SCOPE.sCountry('buyer').MakeScope.Var('ai_privat_bank_bond_value_13').GetValue|+D] @gold! у [SCOPE.sCountry('seller').GetAltName('RU_CL_RP')];B/родительный
